review,sentiment
My hair feels soft and smells great after application.,1
This serum works really well for daily use.,1
Helped control frizz and added natural shine.,1
Makes hair smooth without weighing it down.,1
"This hair serum makes my hair smooth, shiny and very manageable.",1
"I love this serum, it reduced frizz and made my hair soft.",1
"Very lightweight serum, does not make hair greasy at all.",1
"After using this serum, my hair feels silky and healthy.",1
Best hair serum for dry and damaged hair.,1
Gives instant shine and improves hair texture.,1
My hair feels soft and smells great after application.,1
This serum works really well for daily use.,1
Helped control frizz and added natural shine.,1
Makes hair smooth without weighing it down.,1
"This hair serum makes my hair smooth, shiny and very manageable.",1
"I love this serum, it reduced frizz and made my hair soft.",1
"Very lightweight serum, does not make hair greasy at all.",1
"After using this serum, my hair feels silky and healthy.",1
Best hair serum for dry and damaged hair.,1
Gives instant shine and improves hair texture.,1
My hair feels soft and smells great after application.,1
This serum works really well for daily use.,1
Helped control frizz and added natural shine.,1
Makes hair smooth without weighing it down.,1
"This hair serum makes my hair smooth, shiny and very manageable.",1
"I love this serum, it reduced frizz and made my hair soft.",1
"Very lightweight serum, does not make hair greasy at all.",1
"After using this serum, my hair feels silky and healthy.",1
Best hair serum for dry and damaged hair.,1
Gives instant shine and improves hair texture.,1
My hair feels soft and smells great after application.,1
This serum works really well for daily use.,1
Helped control frizz and added natural shine.,1
Makes hair smooth without weighing it down.,1
"This hair serum makes my hair smooth, shiny and very manageable.",1
"I love this serum, it reduced frizz and made my hair soft.",1
"Very lightweight serum, does not make hair greasy at all.",1
"After using this serum, my hair feels silky and healthy.",1
Best hair serum for dry and damaged hair.,1
Gives instant shine and improves hair texture.,1
My hair feels soft and smells great after application.,1
This serum works really well for daily use.,1
Helped control frizz and added natural shine.,1
Makes hair smooth without weighing it down.,1
"This hair serum makes my hair smooth, shiny and very manageable.",1
"I love this serum, it reduced frizz and made my hair soft.",1
"Very lightweight serum, does not make hair greasy at all.",1
"After using this serum, my hair feels silky and healthy.",1
Best hair serum for dry and damaged hair.,1
Gives instant shine and improves hair texture.,1
My hair feels soft and smells great after application.,1
This serum works really well for daily use.,1
Helped control frizz and added natural shine.,1
Makes hair smooth without weighing it down.,1
"This hair serum makes my hair smooth, shiny and very manageable.",1
"I love this serum, it reduced frizz and made my hair soft.",1
"Very lightweight serum, does not make hair greasy at all.",1
"After using this serum, my hair feels silky and healthy.",1
Best hair serum for dry and damaged hair.,1
Gives instant shine and improves hair texture.,1
My hair feels soft and smells great after application.,1
This serum works really well for daily use.,1
Helped control frizz and added natural shine.,1
Makes hair smooth without weighing it down.,1
"This hair serum makes my hair smooth, shiny and very manageable.",1
"I love this serum, it reduced frizz and made my hair soft.",1
"Very lightweight serum, does not make hair greasy at all.",1
"After using this serum, my hair feels silky and healthy.",1
Best hair serum for dry and damaged hair.,1
Gives instant shine and improves hair texture.,1
My hair feels soft and smells great after application.,1
This serum works really well for daily use.,1
Helped control frizz and added natural shine.,1
Makes hair smooth without weighing it down.,1
"This hair serum makes my hair smooth, shiny and very manageable.",1
"I love this serum, it reduced frizz and made my hair soft.",1
"Very lightweight serum, does not make hair greasy at all.",1
"After using this serum, my hair feels silky and healthy.",1
Best hair serum for dry and damaged hair.,1
Gives instant shine and improves hair texture.,1
My hair feels soft and smells great after application.,1
This serum works really well for daily use.,1
Helped control frizz and added natural shine.,1
Makes hair smooth without weighing it down.,1
"This hair serum makes my hair smooth, shiny and very manageable.",1
"I love this serum, it reduced frizz and made my hair soft.",1
"Very lightweight serum, does not make hair greasy at all.",1
"After using this serum, my hair feels silky and healthy.",1
Best hair serum for dry and damaged hair.,1
Gives instant shine and improves hair texture.,1
My hair feels soft and smells great after application.,1
This serum works really well for daily use.,1
Helped control frizz and added natural shine.,1
Makes hair smooth without weighing it down.,1
"This hair serum makes my hair smooth, shiny and very manageable.",1
"I love this serum, it reduced frizz and made my hair soft.",1
"Very lightweight serum, does not make hair greasy at all.",1
"After using this serum, my hair feels silky and healthy.",1
Best hair serum for dry and damaged hair.,1
Gives instant shine and improves hair texture.,1
My hair feels soft and smells great after application.,1
This serum works really well for daily use.,1
Helped control frizz and added natural shine.,1
Makes hair smooth without weighing it down.,1
"This hair serum makes my hair smooth, shiny and very manageable.",1
"I love this serum, it reduced frizz and made my hair soft.",1
"Very lightweight serum, does not make hair greasy at all.",1
"After using this serum, my hair feels silky and healthy.",1
Best hair serum for dry and damaged hair.,1
Gives instant shine and improves hair texture.,1
My hair feels soft and smells great after application.,1
This serum works really well for daily use.,1
Helped control frizz and added natural shine.,1
Makes hair smooth without weighing it down.,1
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
